HandRight.X;HandRight.Y;HandRight.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;Head.X;Head.Y;Head.Z;
0.03432902;0.3365408;3.563139;0.1007305;0.06316914;3.594862;-0.1253096;0.2008176;3.76602;
0.02997609;0.328531;3.553373;0.09271374;0.05684902;3.608159;-0.122339;0.201975;3.768303;
-0.02908158;0.2994696;3.561114;0.09633242;0.04986905;3.611784;-0.08880961;0.2133101;3.730955;
-0.04137375;0.2898557;3.546867;0.09591445;0.0495572;3.613183;-0.08460142;0.2148607;3.719439;
-0.1189944;0.2878498;3.51511;0.0561129;0.08433869;3.614226;-0.09087625;0.2135197;3.705979;
-0.1495333;0.261517;3.514442;0.0525693;0.08525963;3.614526;-0.1009746;0.2088297;3.699043;
-0.1637528;0.2446758;3.517291;0.06329458;0.09134886;3.596411;-0.1022708;0.2374676;3.685659;
-0.1212895;0.2901066;3.532918;0.05655837;0.07990807;3.605839;-0.1001496;0.2206353;3.690203;
-0.1170286;0.2917101;3.53345;0.05286629;0.07619415;3.610394;-0.1024234;0.212357;3.694704;
-0.08790085;0.3135503;3.526034;0.05982594;0.08353509;3.607446;-0.08880939;0.2153747;3.706493;
-0.156774;0.2880611;3.543023;0.07785745;0.1389832;3.601433;-0.08321388;0.2045779;3.733593;
-0.04620474;0.3146961;3.592049;0.09183246;0.04104618;3.619644;-0.1207843;0.2029326;3.778347;
0.004656816;0.3226445;3.618705;0.1124392;0.06521966;3.597555;-0.1217414;0.2015314;3.777913;
0.01097165;0.3245526;3.618808;0.1137285;0.06510617;3.59877;-0.1270453;0.1961885;3.784695;
0.05916892;0.3569571;3.591883;0.08903324;0.07835992;3.627798;-0.127894;0.1944319;3.786147;
0.1067394;0.3565237;3.596306;0.09265566;0.07642624;3.627874;-0.1334739;0.1948381;3.771919;
0.121554;0.3495099;3.599923;0.1235847;0.07999848;3.632572;-0.133707;0.1944313;3.770479;
0.1411975;0.3532974;3.600494;0.1393589;0.08311249;3.632054;-0.1325863;0.1915932;3.758273;
0.2319474;0.3217101;3.680562;0.1416957;0.08441766;3.629605;-0.1333492;0.1905713;3.761302;
0.2441161;0.2936575;3.648413;0.1540207;0.04770036;3.628253;-0.1425564;0.18981;3.771014;
0.2415166;0.2399237;3.655246;0.1545908;-0.002933141;3.615884;-0.1435826;0.1927112;3.767893;
0.2434618;0.237978;3.654725;0.1547707;-0.00380968;3.614764;-0.1433246;0.1916979;3.763434;
0.2473851;0.2353686;3.654228;0.1562772;-0.005008799;3.613685;-0.142537;0.1941617;3.762502;
0.2506667;0.2346867;3.652914;0.1583857;-0.004962164;3.611961;-0.1427192;0.1941671;3.762298;
0.2513839;0.2302657;3.655158;0.1584631;-0.008760851;3.613309;-0.1468845;0.1914338;3.76007;
0.2503892;0.2343074;3.648041;0.1584747;-0.008321278;3.617034;-0.1455884;0.1954335;3.76288;
0.2339023;0.2442901;3.644522;0.1559209;-0.002420089;3.604183;-0.1446502;0.1981036;3.761283;
0.2278108;0.2770535;3.650899;0.1535168;0.03135787;3.602223;-0.1435146;0.1988636;3.775334;
0.1743161;0.1724735;3.617108;0.1216626;-0.005954608;3.612804;-0.1419881;0.1960522;3.77337;
-0.008659776;0.328438;3.584912;0.1431337;0.09232107;3.619968;-0.1389581;0.1937814;3.772783;
0.0950645;0.3639553;3.628653;0.1238475;0.07634337;3.601824;-0.1392633;0.1903787;3.773095;
0.07345603;0.3511423;3.588439;0.1079565;0.0717344;3.597679;-0.1394545;0.1905734;3.77324;
0.06773935;0.2181338;3.579056;0.1041235;0.06936427;3.595619;-0.1361041;0.1914053;3.776892;
0.0655372;0.2177206;3.577511;0.09668317;0.06782959;3.608265;-0.1344728;0.1921543;3.774112;
0.04122758;0.2311895;3.565761;0.0896574;0.07163848;3.604798;-0.09025662;0.2118873;3.751793;
-0.02384003;0.3261502;3.522048;0.07376108;0.08227845;3.601584;-0.08780978;0.2097124;3.731273;
-0.03814404;0.322997;3.5339;0.07723819;0.08249653;3.593036;-0.08703249;0.2154993;3.729508;
-0.1125099;0.3202286;3.540592;0.05357089;0.09598047;3.590187;-0.09237519;0.2135361;3.715289;
-0.1116507;0.3196487;3.542074;0.05338192;0.09422641;3.588692;-0.1030461;0.198199;3.686108;
-0.1397746;0.3060274;3.55623;0.06110949;0.1093004;3.575679;-0.1113385;0.1967423;3.678637;
-0.1424989;0.3029681;3.556341;0.06113737;0.1091442;3.574785;-0.1057869;0.1930526;3.67586;
-0.1442643;0.3016131;3.556873;0.06126135;0.1097758;3.573978;-0.1062985;0.1957444;3.675411;
-0.1421192;0.3015889;3.559282;0.0616992;0.1080334;3.572082;-0.1028159;0.1973612;3.678269;
