HandRight.X;HandRight.Y;HandRight.Z;HipCenter.X;HipCenter.Y;HipCenter.Z;ElbowRight.X;ElbowRight.Y;ElbowRight.Z;
0.1539912;-0.4130089;3.331826;-0.06333544;-0.4340693;3.657403;0.1295669;-0.3365071;3.65419;
0.1541261;-0.4126686;3.332381;-0.06316366;-0.4339606;3.657459;0.1295023;-0.3368198;3.654439;
0.1538496;-0.4126765;3.332311;-0.06322114;-0.4338791;3.65759;0.1295549;-0.3362277;3.655688;
0.1502552;-0.4133223;3.351527;-0.06318671;-0.433553;3.657829;0.1300009;-0.3364666;3.655065;
0.1495754;-0.4140556;3.353428;-0.06311524;-0.433666;3.658063;0.1316698;-0.3370299;3.656222;
0.1487969;-0.4135573;3.352979;-0.06266527;-0.4329639;3.659053;0.131945;-0.3365439;3.657728;
0.1470544;-0.4104266;3.346133;-0.06275285;-0.4334897;3.659259;0.134308;-0.329617;3.658936;
0.1472131;-0.4105664;3.34844;-0.06267674;-0.4336855;3.65913;0.1345326;-0.33266;3.656598;
0.148123;-0.410111;3.346612;-0.06216575;-0.4333733;3.65952;0.1337941;-0.3324236;3.658107;
0.1487179;-0.4101337;3.349459;-0.06226357;-0.4335148;3.659535;0.1331127;-0.3342255;3.658336;
0.1499111;-0.40984;3.345801;-0.06220105;-0.4335625;3.659724;0.1328993;-0.3339082;3.658447;
0.1500886;-0.4102244;3.346353;-0.06236321;-0.4330513;3.659995;0.1329961;-0.3333796;3.659562;
0.1487526;-0.4086263;3.35906;-0.06237471;-0.4330449;3.660064;0.1331445;-0.3335762;3.659108;
0.1487099;-0.4094626;3.358495;-0.06183906;-0.4337115;3.660172;0.1330816;-0.3326246;3.659226;
0.1488708;-0.409482;3.364508;-0.06161023;-0.4334396;3.660559;0.1535027;-0.3314315;3.652347;
0.1443648;-0.4231996;3.306749;-0.06159285;-0.4333687;3.660691;0.1612684;-0.3461612;3.601574;
0.1479801;-0.4072424;3.353801;-0.06159805;-0.4333244;3.660734;0.1300474;-0.3290512;3.656512;
0.1476028;-0.4076644;3.351914;-0.06192344;-0.4340321;3.661323;0.1762218;-0.3358545;3.62387;
0.1474559;-0.4075053;3.339688;-0.06168589;-0.434727;3.661391;0.1762431;-0.3356635;3.623581;
0.1472341;-0.4062474;3.334637;-0.06056075;-0.4360724;3.661261;0.1665066;-0.3421757;3.614094;
0.1472261;-0.4046407;3.33829;-0.0605112;-0.4363054;3.661217;0.1662785;-0.3434038;3.611715;
